RowNumber,CustomerId,Surname,credit_score,age,balance,estimated_salary,client_risk,random_id,timestamp,junk_feature
193,8d0ff2f7-5541-4916-8834-21d33b319e08,Davis,660,38,4392.5,44522.56,1,94019571,2023-05-30 11:50:09,-0.6326
194,1361d603-2cf1-4ee2-9502-31e7133f0f39,Wilson,587,38,254.0,30484.99,1,60394813,2023-04-08 09:10:41,-0.7408
195,092b29e7-9d24-4b0c-8586-9a95eb0a8fb7,Williams,658,18,26256.62,75817.19,0,85065126,2023-03-20 12:06:23,-0.9523
196,e85ebbe6-3b0a-4200-9a8b-95a6add227e7,Jones,669,32,49686.94,125544.78,0,12276314,2023-09-15 18:48:14,0.4666
197,840e0f9a-c866-4dfb-8f18-d60141bd2c15,Miller,605,34,20186.77,110272.58,0,24179135,2023-04-26 01:21:28,-0.3121
198,8dab9c3d-7841-416f-9ffc-4d10982e081c,Rodriguez,657,68,90613.63,92513.84,1,65225288,2023-08-01 06:57:14,1.1425
199,151180e8-74c3-4dcb-bb85-c9b1484a0182,Williams,652,31,63045.9,833.02,2,77828304,2023-02-04 02:32:36,-2.9523
200,074f35d2-1d79-4581-8b01-69e655c1a06c,Miller,592,36,21551.57,145743.66,0,60452539,2023-03-04 22:34:55,0.9228
201,2424e346-eceb-4aa7-bc15-df09888f9cef,Johnson,667,67,66271.19,19284.73,2,47694316,2023-05-22 01:26:22,0.3596
202,f794a7b0-dfd3-4a84-9a4a-f69efe717801,Rodriguez,678,51,141078.64,131341.43,0,63939460,2023-04-06 22:59:19,-0.0908
203,19084668-e316-486e-9400-58ba315c44a0,Rodriguez,704,23,4885.93,13161.65,1,82947454,2023-10-08 03:26:04,-1.2914
204,5dc54fc4-efb3-4c22-9051-7d0c99fe7875,Davis,702,62,18271.66,34751.17,1,19244173,2023-02-10 19:42:49,-1.6599
205,58a86ac1-34c9-43d1-b06d-035ca58876f6,Rodriguez,581,66,31118.22,83033.55,1,54930524,2023-09-09 14:17:03,0.7511
206,864f27a1-09c6-4067-8f68-667c20e0e895,Brown,603,23,34456.77,61345.58,1,89956234,2023-08-07 18:16:21,0.2421
207,34c8defd-9aa0-4edb-88bd-16af09f98724,Wilson,675,70,39065.67,32263.24,1,18516539,2023-05-15 06:09:52,0.2232
208,d8577103-0d1e-4782-8475-828098acacae,Smith,675,22,17878.55,68108.58,0,14851221,2023-03-08 00:54:49,-0.1025
209,e85d2806-053a-4a93-a83d-9d266b56ad11,Smith,675,24,55019.64,47770.56,1,60118148,2023-02-28 06:40:08,0.8498
210,9afd57d1-9657-4d32-9242-1768201f53fe,Johnson,842,50,51793.78,19355.98,1,45227316,2023-07-31 19:06:22,-0.5859
211,865c504c-b1e1-4520-aa93-63a9578d6f54,Wilson,678,30,43116.35,62363.37,1,13796363,2023-01-25 02:04:54,-0.3364
212,093bea2b-c1b9-43d8-af85-bfb508e30d13,Williams,706,68,6038.47,13707.99,1,89799444,2023-11-20 12:13:46,-0.1766
213,5c8726ea-e966-4932-be89-f81de63423fc,Johnson,697,18,32405.62,71047.91,0,51688910,2023-08-17 01:19:45,-0.2137
214,50008835-d39f-4fce-8d1f-8ed7640af84d,Brown,682,30,22020.45,186.94,1,39673751,2023-05-27 22:20:29,1.3366
215,b9760c40-bc32-4683-9c56-430c6fa381b7,Garcia,634,60,33769.14,47747.02,1,66781663,2023-06-15 14:32:39,-1.2544
216,9f38871f-53ac-4a0b-89e7-23f952f728cd,Williams,687,44,127466.78,30756.4,2,64524455,2023-03-24 09:27:29,-1.9546
217,6b7ba184-ed35-4e07-ab7b-3d4ad0647c6d,Brown,611,24,32747.44,21667.13,1,73596460,2023-07-24 05:52:17,-1.454
218,dbaa1246-7f61-480d-b0e2-5d418100ebf3,Johnson,638,69,703.97,43504.03,1,30828957,2023-04-19 23:20:03,0.6837
219,2528605c-0917-472f-b314-36c7b250d2c9,Smith,625,20,28887.17,62190.94,1,35835630,2023-06-14 09:07:35,-0.1008
220,6f998040-23d8-4bda-bb20-52bed2a0ae66,Garcia,654,42,85920.3,201682.15,0,12432635,2023-01-31 04:22:14,-1.5987
221,b0ff1da4-1eae-4ac2-8b47-35085bb596cc,Davis,765,50,75720.23,107408.86,0,15661576,2023-12-12 09:24:49,0.0997
222,03bd60e1-dfe1-4397-b771-87b06c95914a,Wilson,556,57,36014.62,75770.29,1,11854591,2023-10-15 11:46:49,-0.324
223,346f051f-7b6b-46a0-9d2c-e43c37110650,Johnson,684,34,14368.71,39116.5,1,96542629,2023-10-22 21:21:41,0.5595
224,d08d3a14-137d-4224-90c2-8b02d710a19f,Garcia,569,62,31282.71,29869.05,1,30198548,2023-04-10 13:47:54,0.7943
225,17fc438c-0d07-4e2b-b1f5-66ac776f8193,Wilson,626,31,41471.51,1984.23,2,77915078,2023-12-22 18:36:42,2.5182
226,ebe2088a-d703-4962-97e1-6b24f544a6a2,Williams,704,54,447955.07,26692.62,2,63449867,2023-05-27 15:54:27,-1.1822
227,afeb1d5a-b56d-4dcb-8d8f-f29db1d1d217,Davis,653,40,51666.25,113181.54,0,42295715,2023-04-03 08:52:25,-1.8628
228,850184ac-5103-4410-b065-32f51694c463,Smith,596,41,59251.82,29072.89,2,24958975,2023-01-21 17:50:20,0.5891
229,74daa5ff-ce8b-49fa-b205-4a3adc1c93c7,Williams,614,46,33809.99,37147.54,1,96976450,2023-06-17 15:45:52,0.9867
230,c90c5c80-088b-4960-acf4-74e58884c108,Rodriguez,683,55,21885.69,19033.61,1,98025370,2023-08-27 13:33:43,-1.2757
231,02fcc827-2b81-426c-a5b0-10e9f9265fb3,Brown,613,44,83819.76,19223.29,2,96944507,2023-01-02 10:13:59,-1.2747
232,e9f216d6-8fe5-41ce-931b-1f7b1051b7e8,Smith,660,55,34153.14,3832.12,2,67292222,2023-08-08 07:12:05,0.3444
233,32fcb029-2da1-45e0-8935-3933add14eaf,Miller,652,70,261909.4,57084.6,2,66490177,2023-04-01 01:59:11,1.7145
234,9e6a2cb3-1c66-4410-b6df-baa4df6037fc,Smith,617,57,30543.4,35659.98,1,16452041,2023-06-23 21:32:47,-0.8766
235,a063e9e9-fd6c-4fe6-a228-3aeddff97e00,Wilson,757,62,3521.14,55878.29,0,58297552,2023-03-05 04:02:17,0.0871
236,f62fb63e-0181-4fb6-8777-0681e5ac43c9,Smith,681,67,57376.18,47496.81,1,20667003,2023-01-04 16:41:01,-1.8991
237,5028f168-8d9a-44e9-8d3f-ff8350cdd320,Johnson,548,40,2388.21,96220.65,0,84866496,2023-02-22 10:21:42,-0.1986
238,07381e07-582e-44d5-afe9-2001b21ebd4a,Williams,659,48,14417.55,83421.01,0,35651105,2023-01-07 17:17:15,-0.1136
239,3b80aef6-67e3-49ea-ae34-1559403bb6d5,Johnson,616,53,21827.53,88561.03,0,22861645,2023-10-22 21:34:20,1.4675
240,8ac38979-4a11-40ce-8baf-d39d7c2d8788,Garcia,692,34,67254.47,41497.58,1,17614160,2023-06-24 00:33:28,-0.7067
241,8209b792-689f-418c-8c30-ef9e257ac667,Miller,610,54,34084.25,26206.33,1,35780862,2023-12-26 16:44:19,0.6864
242,c61d9909-b5d8-49e5-9356-3ed9972268de,Smith,644,20,1453.21,162576.02,0,89662625,2023-01-06 18:23:22,-0.7718
243,4b240d79-e634-488e-81fb-18e8d3b0e9cc,Miller,675,53,47966.42,3347.88,2,82106047,2023-05-01 20:56:30,0.0903
244,60937aee-50a7-4b4e-8a44-1243d6b3328e,Smith,693,22,26503.5,9936.46,1,67669042,2023-12-14 08:31:29,2.0773
245,26f04e41-a5e8-42f8-9102-8f85c5824409,Rodriguez,589,63,127446.35,32642.17,2,51373432,2023-05-10 04:48:51,1.7931
246,48e3825c-fc06-4a74-bd8f-583eb8652b0a,Williams,633,32,34613.61,57108.49,1,94954216,2023-12-24 22:20:17,1.9606
247,1f4798b2-1427-45f7-9a2a-9c2432373729,Smith,626,69,61717.33,494.05,2,95925303,2023-02-03 18:38:23,0.3976
248,bde193ef-4571-4d36-8151-3c893490cc80,Smith,617,66,12350.59,76233.01,0,33572312,2023-08-13 23:17:23,-0.2103
249,9b75ccac-0094-4d40-aa6d-237352ad9054,Johnson,738,23,71559.06,49085.43,1,76842219,2023-04-16 15:07:27,0.2849
250,231c40b0-d2a6-4cc9-94d7-a4116cdd0b9e,Miller,670,27,63819.17,39780.68,1,65136957,2023-08-27 08:33:37,0.466
251,cbfc43fa-62db-4fce-becc-ba24d1d5fe58,Smith,586,49,117212.93,33046.28,2,39091028,2023-09-25 02:27:27,0.3893
252,d3b3de12-c37f-47a8-9765-a2cb4c6801c2,Davis,695,40,1720.34,43974.06,1,21709148,2023-01-18 20:51:07,-0.7114
253,0eee83a8-0dce-4811-ad29-680f3a76058f,Brown,756,65,29665.16,10588.89,1,31169987,2023-01-07 03:34:06,-0.7516
254,61df703e-741c-466f-a666-809b39348c6e,Davis,701,34,56839.92,6905.24,2,39013665,2023-04-14 02:07:41,-0.5963
255,cb29943a-3e85-46f4-91c4-c7e803ba38a7,Brown,574,63,5000.07,20518.79,1,50719784,2023-05-15 13:31:54,1.0703
256,0fba48ce-3c9a-4a04-9f0c-08248fda6f50,Brown,625,37,26432.86,74170.09,1,34989072,2023-10-15 15:02:38,1.179
257,a1800b17-2cb2-42b4-871f-b4ffa8fc9652,Brown,713,61,142492.16,53245.86,1,54038667,2023-09-12 22:32:23,3.1834
258,f0fd3183-53bb-41a8-b4b6-1908545b335c,Wilson,614,58,28629.24,39249.78,1,99027112,2023-08-29 17:56:53,0.4256
259,694d5f07-86dc-435f-8ad7-887afbe6b137,Wilson,672,32,211353.07,50850.81,2,87469069,2023-12-06 08:57:01,-0.7884
260,1e6cea7a-8f03-4109-826e-ac41bea25f3c,Garcia,688,61,2925.92,49157.74,1,21154691,2023-06-08 16:28:39,-0.4789
261,12cd2f2f-1518-4bd9-8093-3f4807dff2bf,Johnson,603,63,63262.24,22007.15,2,18484989,2023-12-11 06:36:10,-0.1575
262,909424a6-6f0b-480c-8dac-e6d279219d20,Garcia,647,39,43496.16,6152.27,2,36581217,2023-03-11 02:50:55,1.5062
263,796e6ac8-0070-461b-b74b-2773723ded26,Wilson,487,67,34711.36,136254.94,0,29841356,2023-07-23 21:02:56,0.7329
264,63cb105a-8d8b-45db-9d3a-f28039763721,Smith,598,69,176760.56,54964.13,2,47015881,2023-01-04 04:42:00,-1.3468
265,0ef64313-f403-4a5a-a3b1-01931d6a2502,Davis,637,23,6943.02,71789.65,0,12516232,2023-03-23 07:27:23,-0.0568
266,91f36692-4018-4f3d-b23f-113419773052,Davis,587,21,113167.71,37416.96,2,43302698,2023-08-03 12:35:54,-1.4715
267,339fb242-a0cc-46c3-a723-4bc030bc13cb,Miller,731,40,58759.62,84753.52,0,61026835,2023-11-23 12:39:41,0.5925
268,78f8f0ea-879d-4999-9715-546f3cadf552,Brown,578,61,14987.47,52695.96,1,46988928,2023-08-16 03:13:37,-0.7068
269,30ca059f-566a-4af3-a281-51f4d2f3dc47,Jones,627,62,115970.87,3318.15,2,39279083,2023-05-12 13:58:15,-0.6112
270,fe77e10a-8ec0-4177-9ed6-0a5e035c4b44,Smith,656,36,28044.13,132489.45,0,18531924,2023-12-25 14:24:47,-1.8787
271,985d07d2-4b32-4dbf-a055-f60503bfb975,Johnson,722,62,84161.58,21876.91,1,21614227,2023-05-11 13:44:35,0.7568
272,e5d39dca-85b3-411e-85a7-1d358e7e3516,Wilson,578,48,24619.54,8902.4,2,23530426,2023-01-28 16:56:47,1.2087
273,4d20c595-7171-485e-8b77-e16087c22d3b,Davis,708,61,95167.24,5529.62,2,27324504,2023-01-27 14:15:42,-0.6929
274,83b3ee63-9525-4442-abb9-e16c1f6fc3d4,Johnson,650,69,50616.56,76472.37,1,33308428,2023-05-18 21:42:57,-0.162
275,bcfd1ab9-ac57-4fbe-b91a-6cb609e29396,Garcia,600,20,7602.03,73037.34,1,66868728,2023-05-16 08:50:20,-0.4793
276,5f2ab070-3fb8-4c22-88de-2acead52f4f2,Davis,673,45,52443.01,72270.8,1,62751692,2023-11-19 00:15:12,-0.2183
277,b651454e-3c1d-4af4-84e1-69e60b126a8e,Wilson,659,20,10619.13,148439.98,0,89263793,2023-08-12 22:53:15,-0.8197
278,2b506dc3-c054-44c2-9237-05af83db04c7,Garcia,619,31,26544.84,25749.49,1,76057895,2023-08-11 07:30:17,-1.1003
279,a2a5a234-f1ce-44b8-98a8-7cab2f356ceb,Brown,653,35,9334.29,49413.54,1,18900998,2023-11-16 01:39:58,1.3686
280,777759d1-eb91-481e-944a-73d486535a0c,Smith,630,44,1113.1,57975.45,1,14119602,2023-11-05 15:38:56,-2.6397
281,90746e2c-3556-4610-8dd6-1068c93e63f0,Davis,655,68,11905.66,233186.66,0,34790347,2023-07-20 22:17:43,0.5041
282,7d3e6559-acf1-46cf-9e3b-201fbdd0b69a,Smith,683,27,38433.64,22468.18,1,53865985,2023-01-28 04:05:21,0.2833
283,2ad6f932-bc33-4292-86eb-92997552090b,Davis,729,66,32846.64,187867.28,0,65222266,2023-07-19 19:05:29,1.6539
284,9f099cf2-1d1a-425d-b970-176b1aa96592,Rodriguez,588,32,34807.29,9661.86,2,34682765,2023-09-23 04:51:02,-0.2364
285,736bdc63-5b84-415f-b616-3df99903c1e2,Jones,756,36,14230.13,86635.78,0,91129833,2023-07-16 03:43:50,-0.3713
286,1929dc56-1c56-4f69-ba49-3d5413389c05,Johnson,552,26,57784.73,60124.95,1,13395728,2023-12-26 14:23:00,-0.8085
287,f936aa7d-ba69-4def-8741-f80bcfeecf0e,Smith,642,21,60914.29,101862.07,0,69417164,2023-10-13 10:56:34,0.3556
288,ea3a6f5e-0ebb-4ff0-aa91-dd84a2fc3540,Garcia,679,32,22155.84,1746.3,1,25099008,2023-02-15 23:25:09,-0.7082
289,9fe47eed-7278-41fc-be5c-8093c1eb90b0,Brown,664,68,106503.11,4881.13,2,53196790,2023-12-20 04:45:30,-1.1288
290,e891835c-e606-47cb-83de-7e82476a3e8f,Garcia,618,65,51644.49,4334.62,2,39181550,2023-08-08 02:34:55,-0.7371
291,2b255fc6-18ba-453d-93c3-000ae47800f8,Johnson,639,25,62420.5,53930.55,1,21652096,2023-07-10 11:45:56,-0.9468
292,7a0dcb40-cf7c-4c81-b40a-5ed14fd6f62a,Williams,625,66,16240.82,55419.48,1,78078958,2023-02-05 02:47:36,-1.006
293,b6afb2a6-7a78-43b4-90fb-f66c944e4158,Williams,620,70,30.59,141934.62,0,90488985,2023-05-16 11:27:31,0.0853
294,7594d31c-64e2-4c8f-a822-688c538867e8,Brown,692,18,100263.33,37822.01,1,73407731,2023-04-03 23:13:17,-0.1945
295,b06ccf48-c85b-415f-938b-933e61eb92e6,Rodriguez,667,24,86417.94,4228.51,2,78795886,2023-01-11 11:58:01,0.5496
296,ad763f34-a540-47f2-9af0-81ce6660631e,Rodriguez,615,70,6573.36,14107.61,1,89260705,2023-07-13 18:31:49,0.1472
297,773cc115-1ddb-4a04-aa92-abf66c33eb40,Jones,694,48,23428.64,486.35,1,47450045,2023-06-12 20:11:59,-1.2027
298,d73bc1e9-6587-4f81-837f-aa4b219c3344,Davis,665,35,54137.83,89958.25,0,96388455,2023-12-10 06:33:12,-2.1226
299,a7b059f0-c671-4bf1-8ea5-bcdfb0db1564,Rodriguez,690,29,52793.57,101438.69,0,56699080,2023-09-03 13:36:02,-1.0562
300,0ee3664c-fdf9-421a-99f4-92e35530e1de,Smith,681,65,98430.92,371115.08,0,55656626,2023-12-10 11:01:47,0.7638
301,a103f11f-4908-4297-a36a-e1457cd5942a,Johnson,608,47,7556.74,31881.54,1,52043094,2023-09-14 12:15:25,0.7411
302,7e033c73-d7cc-4f4e-8e14-7f398a0177c7,Miller,621,50,28100.66,1169.22,2,41207734,2023-11-06 01:59:56,0.9847
303,109c0650-3b59-47d2-91b2-6224346cd17c,Williams,687,64,5114.06,16051.58,1,79701725,2023-07-03 02:17:36,0.8379
304,b9e479ca-7e6f-4b25-95d9-8ce9cd6be883,Davis,680,24,24681.65,53170.27,1,74532668,2023-06-07 14:13:47,1.0871
305,56a9ebf1-84e2-4d5e-8519-4b7a93085738,Jones,648,45,761.14,196120.16,0,89368838,2023-09-05 18:24:21,0.4063
306,87b8f003-acd8-4489-8bb7-6b18a235fd65,Wilson,655,66,114273.16,6560.68,2,68656461,2023-03-15 17:53:35,1.8029
307,f6b77b21-4acf-45c5-9fb0-f7e49abd6a09,Garcia,713,20,37437.65,7777.35,1,95765633,2023-08-26 03:04:19,0.2937
308,26d1598d-8ca4-4407-b9c9-2c24f490c01d,Smith,620,60,94790.13,72591.2,1,89018187,2023-12-27 23:40:58,1.9993
309,67412a9a-9cc1-44d9-b6ff-928177d7e920,Rodriguez,677,23,3088.7,66014.09,0,75949424,2023-01-22 09:40:41,-0.6264
310,49ac389f-5072-4ce8-8b29-7b6869d02817,Wilson,639,48,12903.45,17301.45,1,33698907,2023-01-08 18:17:02,-0.6519
311,f1994f54-3b01-4acd-8d53-993d4a3e9b82,Miller,639,55,15013.38,100645.27,0,32827979,2023-01-07 02:04:03,-0.1924
312,a08da8c2-ac3a-4db5-90b9-dc3e94b27dc8,Jones,704,32,24444.36,8271.56,1,25026489,2023-08-21 15:35:47,-0.0375
313,0e6e5916-c874-4422-96df-45337bdf03a1,Garcia,691,24,81193.67,156012.46,0,38952494,2023-02-05 15:06:08,-0.3212
314,bed4f8ed-d72b-43f1-928a-22376c35c58c,Brown,690,60,24433.47,13466.06,1,79250620,2023-03-29 03:51:04,0.5397
315,815a5fa2-ef3d-403a-9720-749a8f130b4c,Rodriguez,715,47,11448.87,5091.16,1,80541671,2023-01-17 15:26:58,-0.1023
316,0889f56f-3bcc-4c99-afd8-de2003a39fd4,Jones,651,44,3359.92,24887.5,1,92241297,2023-10-11 03:48:59,-0.6072
317,e0b5ad2f-0dcb-4cee-baef-1b8251eadc85,Smith,684,34,4141.47,12483.57,1,69666829,2023-07-21 01:47:39,-0.396
318,7ecad0dd-9f40-4ddf-907b-688ea7deabbc,Garcia,634,35,71365.65,44912.14,1,51821539,2023-06-07 09:58:57,1.2176
319,1a1611f5-91fb-4a37-a808-4f30f7e1f01e,Rodriguez,666,39,29421.61,69663.71,1,55678639,2023-03-07 20:23:58,0.3172
320,7907825c-a044-4cd2-8385-05f56a7b631c,Jones,643,70,64764.42,40509.19,1,55753775,2023-04-07 23:59:37,-1.6763
321,4ed48114-356b-4484-8d0e-3065a98a5db4,Jones,654,43,57330.36,64835.85,1,59531580,2023-04-27 11:58:21,1.5106
322,d5c511d6-bb13-4cee-a7b2-9fa1b6cdbc90,Miller,679,68,7272.24,27240.31,1,97726984,2023-07-29 05:27:17,0.4335
323,e6fc2a7b-a02f-4c74-99c9-f25d80585abb,Rodriguez,609,44,7709.33,1699.19,2,79188634,2023-04-15 23:52:30,0.6391
324,4895d26a-1522-48eb-8ce6-5454cd39efb6,Jones,754,57,70394.7,219127.69,0,33495865,2023-03-16 22:42:25,0.9291
325,a6bbd6fa-efda-4474-982e-3a9cf3249444,Johnson,599,41,63875.28,102692.73,1,53427814,2023-09-06 17:45:51,0.9807
326,9439afe8-b023-45b0-b07c-9489c72f6e89,Williams,589,69,23743.23,4575.22,2,97777162,2023-12-11 18:25:16,-0.9191
327,a2c8a0a5-e671-4df2-b3d0-39f8ff02eb7c,Wilson,707,25,4029.18,35780.44,1,56256577,2023-02-12 09:40:48,-1.0702
328,9667dbe5-1591-4f8a-bcdd-a17149fc9728,Williams,689,38,608.59,60474.61,0,30619117,2023-05-29 02:18:46,2.3964
329,f6cc785a-3c7c-428e-8d99-0003ab4f25fb,Rodriguez,681,46,16994.89,12687.3,1,21007081,2023-10-04 23:05:01,-0.6981
330,931432db-29f6-4463-a23c-331b58fe5247,Garcia,681,60,463.25,51763.38,1,29860947,2023-11-08 13:02:54,0.3787
331,5b762f8c-1c92-4422-b579-1d7e85dd9cb2,Miller,649,38,13072.95,45768.95,1,61327408,2023-09-18 20:41:46,1.6315
332,4271d71f-d650-4705-ad52-ad68d7957528,Jones,605,20,27193.34,14011.73,2,47906087,2023-05-20 06:09:24,-0.4435
333,a1cebde3-cb05-4be1-9fb0-7282e7865902,Wilson,653,48,6472.17,9133.87,1,73126469,2023-10-16 01:21:35,-0.3601
334,ea2100e4-cd90-4586-8962-368f7dabd75f,Johnson,616,44,5506.25,85368.11,0,25551827,2023-12-16 20:50:12,0.9265
335,4c2567ab-96c9-4f73-83a4-f676225e5612,Rodriguez,698,63,113378.97,23368.4,2,87461205,2023-11-16 22:40:41,0.2129
336,ee2cbb66-d966-44f0-9101-938ac7a42aed,Wilson,642,44,44030.5,16786.05,1,59874433,2023-08-18 21:45:00,0.4951
337,5929346b-82da-4f50-a469-59ab67d0014f,Garcia,608,26,136251.44,80336.79,1,72707637,2023-01-30 20:57:06,-0.0804
338,c2c67516-4f49-4ad0-b27f-b166811813a9,Jones,633,50,21219.11,79923.98,0,81562638,2023-07-17 11:17:02,-0.5264
339,4d9db3f3-9905-4458-87cc-518c7791a12f,Miller,670,50,56527.59,19411.13,1,25162209,2023-02-15 10:38:03,-0.3329
340,dee9ee0c-02e2-4878-b6b3-fb6e31d96413,Rodriguez,621,43,11451.27,123610.56,0,98336565,2023-04-09 11:40:20,1.194
341,628c9058-2de0-4523-9b36-accd52b14004,Smith,608,45,48161.3,69933.25,1,40074157,2023-05-14 20:13:33,-0.2956
342,33d0c461-3636-43b9-8daf-d7647cb7f688,Brown,662,61,6939.3,25457.25,1,41653816,2023-12-04 08:43:23,0.4287
343,d7cd2b7f-8e52-4fda-88ab-8fc567277702,Jones,662,60,104.14,33463.47,1,36312886,2023-10-24 09:44:53,-0.9688
344,f5e8cf70-a9f7-4e66-ad7c-b4b1490aee28,Rodriguez,624,48,134069.29,77833.24,1,10503739,2023-05-14 20:16:10,2.0403
345,d529ac86-3526-44e8-b13b-24cba87611ef,Jones,626,70,40472.18,14263.75,2,80616573,2023-01-23 15:14:30,0.3189
346,9d8e169c-dffe-472d-8aee-9f744393d514,Jones,661,18,130824.17,37952.57,2,66164507,2023-06-25 21:31:34,0.3396
347,30555d37-c326-44c0-8da3-b394830051f0,Williams,577,37,20310.63,63602.45,1,98168115,2023-11-08 06:25:48,0.9263
348,d9440886-1bf3-488d-85d1-55d67f3a9099,Garcia,579,29,19858.93,46526.36,1,20315872,2023-01-21 00:12:57,-0.4809
349,8cfa1de3-95da-469d-be15-a68b6ba00f0e,Davis,614,34,25595.89,56239.88,1,57444904,2023-06-10 04:01:45,1.1937
350,b7c5bafc-4a60-4f58-a60f-a63b6e815b4c,Garcia,639,32,61215.75,47407.58,1,66223088,2023-08-24 21:55:35,-1.5163
351,83685d4f-b7c1-46bc-ab46-5bd4d8289c17,Brown,665,51,41713.5,13330.7,1,64081773,2023-04-29 21:34:44,-0.6144
352,3e7424d9-5c5c-4583-aef9-27a2b7659f1e,Garcia,723,67,129750.52,31678.85,2,23434710,2023-02-14 12:09:17,-0.8012
353,463d8ebb-8b26-4e8d-94f6-cff40e3b4f7a,Wilson,692,33,1288.51,45555.36,1,21442188,2023-05-29 00:04:03,-1.8806
354,f613b433-1ac9-49b4-89c0-bee7e6bd1091,Brown,642,21,61583.64,90864.78,1,89844652,2023-08-16 01:54:23,-0.5287
355,c84ad50f-4c9b-46c3-ba64-147325a75190,Smith,649,25,20048.34,63662.39,1,43583285,2023-08-03 15:48:27,-0.052
356,8ca68442-bcb6-445e-8d12-cce79e9bf709,Brown,599,51,9936.8,33369.36,1,27780647,2023-09-20 20:23:18,-1.0899
357,b60ba2ec-f3ea-4599-8623-7c8ef11a2c11,Jones,649,63,35707.88,219909.38,0,50964858,2023-11-09 17:28:17,-1.2343
358,eb4b3491-7695-4d0d-a87f-6612ce86ca98,Wilson,635,42,35166.32,6843.6,2,52464646,2023-12-12 11:23:11,0.0411
359,bf777c2c-14a6-43a3-bd42-21ff4582d1f7,Garcia,666,32,7367.67,13901.16,1,94261656,2023-09-14 07:59:19,-0.08
360,9e3cfc5a-8086-4c73-b7e5-a233bdbe8f6c,Wilson,608,45,11275.82,25050.37,1,91549207,2023-08-02 05:25:23,-0.2657
361,aacf97ef-e27a-456f-890e-ab16537b5765,Miller,675,26,26226.34,15570.72,1,88069436,2023-04-28 10:20:25,-1.2661
362,b445a972-3a88-463c-8bbf-5e7bf06e290a,Wilson,726,19,26281.01,58920.52,0,13685979,2023-08-16 04:24:00,-0.3945
363,21fd461b-be00-43ae-a81e-75a8326d44ea,Jones,644,34,19103.9,2421.25,2,97380848,2023-04-17 15:44:46,-0.6663
364,28fea072-82ac-4619-b02d-677f77d46307,Williams,670,27,8040.44,11719.8,1,43556131,2023-03-05 06:50:56,0.0859
365,e5aff466-70c6-4560-9522-8b58e6d165c7,Brown,684,26,219.16,20832.95,1,95064670,2023-03-19 18:28:36,-0.5588
366,baf72658-1223-4c4f-96d4-817013bee828,Miller,629,48,175721.21,68996.69,2,63369522,2023-04-07 12:23:28,-0.0388
367,28025e08-2b5d-4862-85d1-91cc7739b5ce,Miller,661,19,143675.05,125183.08,1,86475936,2023-05-23 01:14:34,-1.3108
368,6b5f5e58-da03-4853-8a65-21e9516ee78f,Miller,650,41,33048.56,96115.5,0,18513751,2023-05-18 19:35:09,-1.3968
369,cb550af1-6ba4-45f9-b396-b01fa7abd47f,Johnson,654,36,265436.1,12059.51,2,52754761,2023-12-26 21:32:27,0.5575
370,363045ca-f85c-414c-bd7d-f1b5501929a2,Garcia,611,34,55989.91,50000.55,1,93413029,2023-12-30 01:27:58,0.7654
371,197b2230-2464-4e60-953f-975c583ab632,Garcia,651,60,3567.15,1828.95,1,85318699,2023-07-30 19:58:34,-0.3927
372,b2d51a58-f4d5-4882-b954-fb0095faed35,Miller,674,66,6262.19,22310.52,1,14176880,2023-08-11 00:46:11,0.0276
373,28529368-15d3-42f8-a28d-f2730fa1e8e6,Brown,722,27,123912.95,98388.82,1,47346564,2023-09-10 23:14:33,-0.4497
374,e69961e2-5758-4276-93a8-109b47919405,Johnson,697,67,49719.67,36601.83,1,82959349,2023-05-29 23:34:42,1.0972
375,11c4ae79-18d4-4af5-a8be-0491a28e56bb,Miller,757,45,92633.99,9746.99,2,50736798,2023-12-13 19:45:33,-0.2031
376,63d5b44c-61e1-4dd6-ae4b-f573e3388ebb,Miller,611,55,114271.48,34634.31,2,58871816,2023-03-22 14:55:31,-0.4989
377,c2db6ebb-2e93-472f-8557-cfe7f3f6ff04,Wilson,693,65,29705.11,13241.26,1,14158239,2023-07-24 20:22:08,0.9663
378,7cfa6f12-7320-43f3-9631-ce39fe08c263,Williams,659,45,2487.14,29972.52,1,18832004,2023-09-05 14:54:09,-0.7741
379,b6348546-727f-4af5-adec-346975d36a7b,Johnson,759,67,10430.01,40146.33,0,33626418,2023-12-01 23:22:43,0.1566
380,68bf817a-4bd8-4a04-a408-b7d110319417,Brown,609,69,3444.57,25806.2,1,25580213,2023-05-03 06:57:30,-1.0485
381,ad098d3f-c3d6-49c1-8572-7e16f0b91f7e,Garcia,608,67,10458.32,165847.67,0,71873882,2023-02-08 13:03:28,0.6645
382,fe6f8ed3-ad81-4d2b-b6f8-0a32a4179fa3,Jones,620,18,26426.82,49604.87,1,89265271,2023-05-08 11:47:17,0.8154
383,9beb10de-d630-4a1d-881f-3cc6d0308407,Williams,543,20,6289.32,111049.57,0,61699483,2023-09-16 13:43:34,-1.2887
384,438fd4cd-1780-4867-bb91-db1f567e432d,Jones,623,32,9120.07,85809.4,0,89286186,2023-12-08 01:27:28,-1.4446
385,dd022f8b-c529-4274-a5b1-82b7a57620a2,Rodriguez,612,69,29513.45,64934.75,1,62071931,2023-09-27 08:18:42,0.2885
